Store ID,ADDRESS,ADDRESS 2,CITY,WAREHOUSEID,STATE and PIN,Lat,Long
140038230,,33145 STATE HWY 79 ,TEMECULA,XXXXX,CA,25.7534663,80.2265545
200086227,,1729 S DOUGLAS RD STE B ,ANAHEIM,XXXXX,CA,25.7546778,80.2547597
140003386,,901 EUCLID AVE ,NATIONAL CITY,XXXXX,CA,25.7795683,80.1347677
200253294,,BLDG 3301 ,SAN DIEGO,XXXXX,CA,26.080168,80.2390147
200239413,,CAMINI LA MADERA LOS POSAS ,CAMARILLO,XXXXX,CA,27.8408403,15.4595784
140002829,,601 W CENTRAL AVE ,LOMPOC,XXXXX,CA,28.0226075,81.7333496
140015950,,1200 N CENTRAL AVE ,GLENDALE,XXXXX,CA,28.3031507,81.4082801
200241357,,BLDG 201015 ,CAMP PENDLETON,XXXXX,CA,28.6766136,7.5390127
140021006,,515 RIVERSIDE DR ,RIALTO,XXXXX,CA,29.373483,98.476505
200387110,,1130 BROADWAY ,CHULA VISTA,XXXXX,CA,29.4357488,98.478869
140006443,,5688 TELEPHONE RD ,VENTURA,XXXXX,CA,29.682769,95.2951262
140006272,,522 ORANGE ST ,REDLANDS,XXXXX,CA,29.931862,90.066564
140002722,,500 HACIENDA DR ,VISTA,XXXXX,CA,30.146678,97.814842
140045686,,2300 PARK AVE ,TUSTIN,XXXXX,CA,30.1612862,81.701891
140043505,,1500 WEST 6TH ST ,LOS ANGELES,XXXXX,CA,30.2745654,97.7615977
140001813,,1999 RIVER RD ,NORCO,XXXXX,CA,30.3014568,81.6571226
140032656,,2009 MAIN ST ,FORTUNA,XXXXX,CA,30.3466803,97.9661908
140041264,,32225 US HWY 79 S ,TEMECULA,XXXXX,CA,30.3658304,81.4937993
140043572,,1099 E MAIN ST ,EL CAJON,XXXXX,CA,30.51094,97.667834
140001747,,CM REAL ,ENCINITAS,XXXXX,CA,32.036963,102.190954
200180104,,218 E JONES ST ,SANTA MARIA,XXXXX,CA,32.0719118,81.0912076
140006437,,636 W VENTURA ST ,FILLMORE,XXXXX,CA,32.2459667,110.9812718
140034614,,725 W VENTURA ST ,FILLMORE,XXXXX,CA,32.2459787,110.9822122
140022010,,4330 CAMINO PLZ ,SAN YSIDRO,XXXXX,CA,32.5466919,117.0401725
140022761,,8640 SIEMPRE VIVA RD ,SAN DIEGO,XXXXX,CA,32.5539742,116.9579225
100015483,,8640 SIEMPRE VIVA RD ,SAN DIEGO,XXXXX,CA,32.5539742,116.9579225
140002471,,350 W SAN YSIDRO BLVD ,SAN YSIDRO,XXXXX,CA,32.5546369,117.0513652
140039271,,2222 ENRICO FERMI DR ,SAN DIEGO,XXXXX,CA,32.5595426,116.9298632
200691427,,OLF IMPERIAL BCH BLDG 36,IMPERIAL BEACH,XXXXX,CA,32.5680187,117.105688
200414152,,6060 BUSINESS CENTER CT ,SAN DIEGO,XXXXX,CA,32.5701327,117.004557
140047075,,2909 CORONADO AVE ,SAN DIEGO,XXXXX,CA,32.5759355,117.0706061
140002566,,1860 CORONADO AVE ,SAN DIEGO,XXXXX,CA,32.5780849,117.0934743
140030189,,710 DENNERY RD ,SAN DIEGO,XXXXX,CA,32.5816381,117.0354571
140006306,,620 DENNERY RD ,SAN DIEGO,XXXXX,CA,32.5831174,117.0347214
140006311,,665 SATURN BLVD ,SAN DIEGO,XXXXX,CA,32.5849117,117.0901023
100024335,,575 SATURN BLVD ,SAN DIEGO,XXXXX,CA,32.5869174,117.0892454
140023580,,446 ALTA RD ,SAN DIEGO,XXXXX,CA,32.5898519,116.9221364
140002837,,660 PALOMAR ST ,CHULA VISTA,XXXXX,CA,32.6024763,117.0828099
140047062,,1058 3RD AVE ,CHULA VISTA,XXXXX,CA,32.6140456,117.0711024
200095079,,BLDG 364 ,BARSTOW,XXXXX,CA,32.6155019,83.5919481
140003437,,659 E PALOMAR ST ,CHULA VISTA,XXXXX,CA,32.6159413,117.0251274
140047585,,1745 EASTLAKE PKWY ,CHULA VISTA,XXXXX,CA,32.6197494,116.9608662
140006319,,870 3RD AVE ,CHULA VISTA,XXXXX,CA,32.621839,117.072884
140006302,,505 TELEGRAPH CANYON RD ,CHULA VISTA,XXXXX,CA,32.629458,117.0405147
140041955,,1360 EASTLAKE PKWY ,CHULA VISTA,XXXXX,CA,32.6314313,116.9673648
140136047,,895 E H ST ,CHULA VISTA,XXXXX,CA,32.6376355,117.0220183
140029142,,895 EAST H ST ,CHULA VISTA,XXXXX,CA,32.6376355,117.0220183
100090083,,875 E H ST ,CHULA VISTA,XXXXX,CA,32.6377627,117.0247897
140006296,,360 E H ST ,CHULA VISTA,XXXXX,CA,32.6389997,117.050924
140022793,,780 OTAY LKS RD ,CHULA VISTA,XXXXX,CA,32.6448251,117.0017059
140006304,,2250 OTAY LAKES RD ,CHULA VISTA,XXXXX,CA,32.6458211,116.9663311
140041154,,910 EASTLAKE PKWY ,CHULA VISTA,XXXXX,CA,32.6506934,116.9683212
140026823,,40 N 4TH AVE ,CHULA VISTA,XXXXX,CA,32.6514354,117.0898889
100081584,,40 N 4TH AVE UNIT D,CHULA VISTA,XXXXX,CA,32.6514354,117.0898889
140047258,,3060 PLZ BONITA RD ,NATIONAL CITY,XXXXX,CA,32.6536161,117.0655931
200454795,,2626 SOUTHPORT WAY STE A ,NATIONAL CITY,XXXXX,CA,32.6581173,117.1057928
100008460,,3007 HIGHLAND AVE ,NATIONAL CITY,XXXXX,CA,32.6588837,117.0887857
140006307,,4404 BONITA RD ,BONITA,XXXXX,CA,32.6599111,117.0313994
140002764,,1320 E 30TH ST ,NATIONAL CITY,XXXXX,CA,32.66032,117.0855043
140045558,,2310 PROCTOR VLY RD ,CHULA VISTA,XXXXX,CA,32.6611106,116.9687772
140041036,,1200 HIGHLAND AVE ,NATIONAL CITY,XXXXX,CA,32.6747091,117.0994498
140005004,,1220 PLAZA BLVD ,NATIONAL CITY,XXXXX,CA,32.6760357,117.0936142
140018606,,AMPHIB BASE CORONAD ,SAN DIEGO,XXXXX,CA,32.6761156,117.1577121
140015652,,GS NAB CORONADO ,SAN DIEGO,XXXXX,CA,32.6761156,117.1577121
140003408,,3011 ALTA VIEW DR ,SAN DIEGO,XXXXX,CA,32.6769282,117.0381481
140002838,,109 W BIRCH ST ,CALEXICO,XXXXX,CA,32.6803583,115.5016735
140013248,,32ND ST NAVAL STATI ,SAN DIEGO,XXXXX,CA,32.6847619,117.1299637
200586470,,NAVAL STN SAN DIEGO BLDG 3132,SAN DIEGO,XXXXX,CA,32.6847619,117.1299637
200955665,,3380 NORMAN SCOTT RD ,SAN DIEGO,XXXXX,CA,32.6871672,117.1256912
140006337,,868 ORANGE AVE ,CORONADO,XXXXX,CA,32.6878767,117.179321
200314638,,140 SYLVESTER RD BLDG 542,SAN DIEGO,XXXXX,CA,32.6889711,117.2400346
200122280,,2260 CALLAGAN HWY BLDG 3187,SAN DIEGO,XXXXX,CA,32.6898861,117.1285145
140045336,,2525 CALLAGAN HWY ,SAN DIEGO,XXXXX,CA,32.69078,117.1284553
200095167,,2525 CALLAGAN HWY BLDG 3629,SAN DIEGO,XXXXX,CA,32.69078,117.1284553
140044420,,1410 S 43RD ST ,SAN DIEGO,XXXXX,CA,32.6914586,117.1043861
140026911,,3175 NATIONAL AVE ,SAN DIEGO,XXXXX,CA,32.695683,117.125694
140016459,,3550 NATIONAL AVE ,SAN DIEGO,XXXXX,CA,32.6970098,117.1182259
140043233,,2540 ROCKWOOD AVE ,CALEXICO,XXXXX,CA,32.6976406,115.4964913
200315581,,NORTH ISLAND BLDG 244,SAN DIEGO,XXXXX,CA,32.697659,117.1864612
100042251,,420 S MEADOWBROOK DR ,SAN DIEGO,XXXXX,CA,32.69821,117.0274566
100026057,,1950 MAIN ST ,SAN DIEGO,XXXXX,CA,32.6987475,117.1453175
100003539,,425 S 30TH ST ,SAN DIEGO,XXXXX,CA,32.7014639,117.1292787
200095175,,2017 NAS NORTH IS ,SAN DIEGO,XXXXX,CA,32.702224,117.1840492
100026061,,2121 IMPERIAL AVE ,SAN DIEGO,XXXXX,CA,32.7057613,117.1443065
140002569,,543 SWEETWATER RD ,SPRING VALLEY,XXXXX,CA,32.7082197,117.0086037
140032501,,101 G ST ,SAN DIEGO,XXXXX,CA,32.7120817,117.1634228
140044887,,655 14TH ST ,SAN DIEGO,XXXXX,CA,32.7121466,117.1514293
140006312,,933 SWEETWATER RD ,SPRING VALLEY,XXXXX,CA,32.7126719,117.0109029
140025501,,935 SWEETWATER RD ,SPRING VALLEY,XXXXX,CA,32.7132653,117.010811
140022923,,5075 FEDERAL BLVD ,SAN DIEGO,XXXXX,CA,32.7207057,117.0853841
100020820,,4727 FEDERAL BLVD ,SAN DIEGO,XXXXX,CA,32.7208006,117.0928767
140044171,,34800 BOB WILSON DR BLDG 29,SAN DIEGO,XXXXX,CA,32.7252324,117.1456567
100069060,,3030 GRAPE ST ,SAN DIEGO,XXXXX,CA,32.7267748,117.1287732
200213885,,2920 NIMITZ BLVD BLDG 472,SAN DIEGO,XXXXX,CA,32.7280742,117.2250345
100029813,,1666 ROSECRANS ST ,SAN DIEGO,XXXXX,CA,32.728474,117.2263651
140046476,,2535 TRUXTUN RD ,SAN DIEGO,XXXXX,CA,32.7374837,117.2158645
140034530,,2911 JAMACHA RD ,EL CAJON,XXXXX,CA,32.7382167,116.9383274
140002576,,2899 JAMACHA RD ,EL CAJON,XXXXX,CA,32.7392267,116.9375511
200421127,,6336 COLLEGE GROVE WAY ,SAN DIEGO,XXXXX,CA,32.739545,117.0557992
140041157,,3424 COLLEGE AVE ,SAN DIEGO,XXXXX,CA,32.741007,117.055583
140057560,,3770 VOLTAIRE ST ,SAN DIEGO,XXXXX,CA,32.7411855,117.2291442
140036272,,3412 COLLEGE AVE ,SAN DIEGO,XXXXX,CA,32.7415988,117.05348
140005103,,7117 BROADWAY ,LEMON GROVE,XXXXX,CA,32.741886,117.0449278
200457402,,3511 SWEETWATER SPRINGS BLVD ,SPRING VALLEY,XXXXX,CA,32.743235,116.971358
100002134,,3596 FAIRMONT AVE ,SAN DIEGO,XXXXX,CA,32.7434348,117.1012424
140002545,,7090 BROADWAY ,LEMON GROVE,XXXXX,CA,32.7439229,117.0453597
140017722,,2652 JAMACHA RD ,EL CAJON,XXXXX,CA,32.7451942,116.9330498
140002551,,9831 CAMPO RD ,SPRING VALLEY,XXXXX,CA,32.7469488,116.9839681
140006313,,3681 AVOCADO BLVD ,LA MESA,XXXXX,CA,32.7479888,116.9604752
100107557,,3029 UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.7482562,117.1289111
100053998,,4421 UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.7486931,117.099174
140002584,,4421 UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.7486931,117.099174
140005101,,2804 MIDWAY DR ,SAN DIEGO,XXXXX,CA,32.7491458,117.2035795
100016169,,5403 UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.7491918,117.088349
140003453,,1020 UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.74927,117.154767
140006350,,450 W UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.749281,117.168247
100018404,,515 W WASHINGTON ST ,SAN DIEGO,XXXXX,CA,32.749432,117.1681707
140002791,,5975 UNIVERSITY AVE ,SAN DIEGO,XXXXX,CA,32.7510549,117.0679969
140026248,,3245 SPORTS ARENA BLVD ,SAN DIEGO,XXXXX,CA,32.7511287,117.210103
140006341,,3645 MIDWAY DR ,SAN DIEGO,XXXXX,CA,32.751159,117.217448
100016345,,3345 SPORTS ARENA BLVD ,SAN DIEGO,XXXXX,CA,32.7515082,117.2110972
140006349,,4145 30TH ST ,SAN DIEGO,XXXXX,CA,32.7530559,117.1295085
100002706,,3245 EL CAJON BLVD ,SAN DIEGO,XXXXX,CA,32.7545129,117.1232582
140006348,,6155 EL CAJON BLVD ,SAN DIEGO,XXXXX,CA,32.7608964,117.0649734
140005012,,6235 EL CAJON BLVD ,SAN DIEGO,XXXXX,CA,32.7623816,117.0635023
140006310,,3610 ADAMS AVE ,SAN DIEGO,XXXXX,CA,32.7641426,117.1146618
140006305,,8011 UNIVERSITY AVE ,LA MESA,XXXXX,CA,32.765421,117.024054
140002480,,1010 E AVENUE J ,LANCASTER,XXXXX,CA,32.7654761,97.0496751
140039160,,1288 CAMINO DEL RIO N ,SAN DIEGO,XXXXX,CA,32.7679805,117.1505562
140032853,,6670 MONTEZUMA RD ,SAN DIEGO,XXXXX,CA,32.7695216,117.0542156
140002470,,351 WAKE AVE ,EL CENTRO,XXXXX,CA,32.7701642,115.5504496
140002754,,7730 HAZARD CENTER DR ,SAN DIEGO,XXXXX,CA,32.7723285,117.1557029
140023323,,5680 MISSION CTR RD ,SAN DIEGO,XXXXX,CA,32.7748519,117.1558178
100025225,,8810 GROSSMONT BLVD ,LA MESA,XXXXX,CA,32.7749398,117.0083248
140041967,,5500 GROSSMONT CTR DR ,LA MESA,XXXXX,CA,32.7782382,117.0107205
140030703,,5500 GROSSMONT CTR DR STE 101 ,LA MESA,XXXXX,CA,32.7782382,117.0107205
140006318,,1201 AVOCADO AVE ,EL CAJON,XXXXX,CA,32.7788563,116.9564046
140006323,,5630 LAKE MURRAY BLVD ,LA MESA,XXXXX,CA,32.7823428,117.0324225
140002547,,8920 FLETCHER PKWY ,LA MESA,XXXXX,CA,32.7862599,117.0055227
200148874,,6330 RIVERDALE ST ,SAN DIEGO,XXXXX,CA,32.7896369,117.1011735
140021968,,5185 WARING RD ,SAN DIEGO,XXXXX,CA,32.7916785,117.0800518
140006339,,6555 MISSION GORGE RD ,SAN DIEGO,XXXXX,CA,32.7924388,117.0964161
140003430,,4315 MISSION BLVD ,SAN DIEGO,XXXXX,CA,32.7942587,117.2541184
140026026,,3015 CLAIREMONT DR ,SAN DIEGO,XXXXX,CA,32.7945411,117.1923348
100086130,,550 N IMPERIAL AVE ,EL CENTRO,XXXXX,CA,32.7973675,115.5717165
100099774,,650 N IMPERIAL AVE ,EL CENTRO,XXXXX,CA,32.7978614,115.5717165
140006316,,750 N IMPERIAL AVE ,EL CENTRO,XXXXX,CA,32.7988493,115.5717165
140006303,,2800 FLETCHER PKWY ,EL CAJON,XXXXX,CA,32.8009261,117.0037293
140002577,,8650 LAKE MURRAY BLVD ,SAN DIEGO,XXXXX,CA,32.8016457,117.0132941
140006342,,1702 GARNET AVE ,SAN DIEGO,XXXXX,CA,32.8020084,117.238855
140044126,,3292 AFTON RD ,SAN DIEGO,XXXXX,CA,32.8034839,117.1454553
140031887,,7403 JACKSON DR ,SAN DIEGO,XXXXX,CA,32.8038361,117.0437832
140042493,,605 FLETCHER PKWY ,EL CAJON,XXXXX,CA,32.8041499,116.9683268
140005098,,1290 N IMPERIAL AVE ,EL CENTRO,XXXXX,CA,32.8045683,115.5711614
140031181,,3382 MURPHY CANYON RD ,SAN DIEGO,XXXXX,CA,32.8053355,117.1163641
140006343,,3550 MURPHY CANYON RD ,SAN DIEGO,XXXXX,CA,32.8073112,117.1166399
140005051,,1090 FLETCHER PKWY ,EL CAJON,XXXXX,CA,32.808175,116.975002
140026821,,1240 BROADWAY ,CHULA VISTA,XXXXX,CA,32.808414,116.9384654
200839588,,SANTO RD BLDG 3401,SAN DIEGO,XXXXX,CA,32.8084355,117.1046658
140010428,,730 TURQUOISE ST ,SAN DIEGO,XXXXX,CA,32.8087643,117.260355
140002574,,1608 BROADWAY ,EL CAJON,XXXXX,CA,32.8090037,116.9202026
140041155,,2295 N IMPERIAL AVE ,EL CENTRO,XXXXX,CA,32.8137492,115.5671832
140026824,,8001 OTHELLO AVE ,SAN DIEGO,XXXXX,CA,32.8166789,117.1516591
140006308,,5555 BALBOA AVE ,SAN DIEGO,XXXXX,CA,32.8185127,117.1791079
140002570,,10633 TIERRASANTA BLVD ,SAN DIEGO,XXXXX,CA,32.8211162,117.1010798
100008688,,5950 BALBOA AVE ,SAN DIEGO,XXXXX,CA,32.821638,117.1769594
140047471,,5680 BALBOA AVE ,SAN DIEGO,XXXXX,CA,32.8221521,117.1784939
140031717,,13487 CAMINO CANADA ,EL CAJON,XXXXX,CA,32.8224676,116.9018923
140006309,,13439 CAMINO CANADA ,EL CAJON,XXXXX,CA,32.8243474,116.9040087
140041960,,4840 SHAWLINE ST ,SAN DIEGO,XXXXX,CA,32.8295733,117.1648932
140006344,,4725 CLAIREMONT DR ,SAN DIEGO,XXXXX,CA,32.8303369,117.2050512
140006345,,10460 CLAIREMONT MESA BLVD ,SAN DIEGO,XXXXX,CA,32.8304523,117.1042284
140002765,,4995 SHAWLINE ST ,SAN DIEGO,XXXXX,CA,32.8309816,117.1630551
140005023,,5195 CLAIRMONT MESA BLVD ,SAN DIEGO,XXXXX,CA,32.8333904,117.1795322
140046954,,2955 ALPINE BLVD ,ALPINE,XXXXX,CA,32.8338377,116.7502951
140016290,,1347 TAVERN RD STE 27 ,ALPINE,XXXXX,CA,32.8370023,116.7768684
140006301,,9643 MISSION GORGE RD ,SANTEE,XXXXX,CA,32.8374073,116.9871944
140006347,,7544 GIRARD AVE ,LA JOLLA,XXXXX,CA,32.8416872,117.273582
140039510,,9846 MSN GORGE RD ,SANTEE,XXXXX,CA,32.8423516,116.9824828
140030495,,7611 FAY AVE ,LA JOLLA,XXXXX,CA,32.8423727,117.2741331
140028304,,170 TOWN CTR PKWY ,SANTEE,XXXXX,CA,32.8423975,116.9900251
140002766,,9430 CUYAMACA ST ,SANTEE,XXXXX,CA,32.8481993,116.9854262
140002559,,9560 WINTER GARDENS BLVD ,LAKESIDE,XXXXX,CA,32.8515604,116.9325313
140006297,,3993 GOVERNOR DR ,SAN DIEGO,XXXXX,CA,32.8534669,117.2032119
140006314,,12419 WOODSIDE AVE ,LAKESIDE,XXXXX,CA,32.8559268,116.9242509
140002553,,9870 MAGNOLIA AVE. ,SANTEE,XXXXX,CA,32.8564095,116.9721521
140006340,,7788 REGENTS RD ,SAN DIEGO,XXXXX,CA,32.8625868,117.2234252
140003388,,8657 VILLA LA JOLLA DR ,LA JOLLA,XXXXX,CA,32.8657453,117.2317254
140044593,,8510 GENESEE AVE ,SAN DIEGO,XXXXX,CA,32.8675795,117.2153401
140012001,,MCAS MIRAMAR BLDG 660,SAN DIEGO,XXXXX,CA,32.8701459,117.1441227
200822312,,MCAS MIRAMAR BLDG 8600,SAN DIEGO,XXXXX,CA,32.8701459,117.1441227
140136050,,7130 MIRAMAR RD STE 300A ,SAN DIEGO,XXXXX,CA,32.8822574,117.1606657
140042580,,7130 MIRAMAR RD ,SAN DIEGO,XXXXX,CA,32.8822574,117.1606657
200095173,,BLDG 2661 ,SAN DIEGO,XXXXX,CA,32.8924723,117.1259338
100013150,,9455 WAPLES ST BLDG 1135 ,SAN DIEGO,XXXXX,CA,32.9004533,117.1835549
140006299,,10016 SCRIPPS RANCH BLVD ,SAN DIEGO,XXXXX,CA,32.9030914,117.100461
140026589,,8251 MIRA MESA BLVD ,SAN DIEGO,XXXXX,CA,32.9102706,117.1461447
140005113,,8145 MIRA MESA BLVD ,SAN DIEGO,XXXXX,CA,32.9110804,117.1483868
140006346,,8310 MIRA MESA BLVD ,SAN DIEGO,XXXXX,CA,32.9153011,117.1448855
140002573,,10740 WESTVIEW PKWY ,SAN DIEGO,XXXXX,CA,32.9154641,117.1223134
140006260,,4627 CARMEL MOUNTAIN RD ,SAN DIEGO,XXXXX,CA,32.9203554,117.2150572
140006276,,10675 SCRIPPS POWAY PKWY ,SAN DIEGO,XXXXX,CA,32.9354594,117.0983467
140006325,,3850 VALLEY CENTRE DR ,SAN DIEGO,XXXXX,CA,32.9393889,117.2317833
100003293,,12853 EL CAMINO REAL ,SAN DIEGO,XXXXX,CA,32.9507443,117.2329339
100040499,,12339 POWAY RD ,POWAY,XXXXX,CA,32.9508017,117.0636862
140006336,,2606 DEL MAR HEIGHTS RD ,DEL MAR,XXXXX,CA,32.951488,117.246576
140003415,,3455 DEL MAR HEIGHTS RD ,SAN DIEGO,XXXXX,CA,32.9528707,117.2317282
140001751,,13589 POWAY RD ,POWAY,XXXXX,CA,32.9558928,117.0372962
140006351,,13255 BLACK MOUNTAIN RD ,SAN DIEGO,XXXXX,CA,32.9574856,117.1249069
140006352,,13438 POWAY RD ,POWAY,XXXXX,CA,32.9578844,117.0395951
140028362,,NAVAL WEAPONS ST ,OCEANSIDE,XXXXX,CA,32.9588037,79.9381025
140027458,,13425 COMMUNITY RD ,POWAY,XXXXX,CA,32.9590679,117.0376641
140001756,,9909 CARMEL MOUNTAIN RD ,SAN DIEGO,XXXXX,CA,32.959563,117.1138232
140042058,,7895 HIGHLAND VLG PL ,SAN DIEGO,XXXXX,CA,32.9609224,117.1535891
140047438,,250 WILDCAT DR ,BRAWLEY,XXXXX,CA,32.9624726,115.5460885
140002575,,14340 PENASQUITOS DR ,SAN DIEGO,XXXXX,CA,32.9766226,117.0892509
140024476,,2707 VIA DE LN VALLE ,DEL MAR,XXXXX,CA,32.9788941,117.2489571
140011632,,14823 POMERADO RD ,POWAY,XXXXX,CA,32.9805582,117.0602928
140017623,,11875 CARMEL MTN RD ,SAN DIEGO,XXXXX,CA,32.9809638,117.0755934
140002561,,14837 POMERADO RD ,POWAY,XXXXX,CA,32.9812267,117.0607111
140006332,,931 LOMAS SANTA FE DR ,SOLANA BEACH,XXXXX,CA,32.9940539,117.2545016
140013239,,1010 S MAIN ST ,SANTA ANA,XXXXX,CA,33.0048279,80.1894027
140035170,,12475 RANCHO BERNARDO RD ,SAN DIEGO,XXXXX,CA,33.0176045,117.0616634
140045025,,10525 4S COMMONS DR ,SAN DIEGO,XXXXX,CA,33.0192014,117.1126273
100069051,,17170 CAMINO DEL SUR ,SAN DIEGO,XXXXX,CA,33.0194524,117.1251884
140006278,,11986 BERNARDO PLAZA DR ,SAN DIEGO,XXXXX,CA,33.0210886,117.0722025
140006338,,453 SANTA FE DR ,ENCINITAS,XXXXX,CA,33.0347683,117.2827875
140002552,,1459 MAIN ST ,RAMONA,XXXXX,CA,33.0393835,116.8772307
140100092,,479 ENCINITAS BLVD ,ENCINITAS,XXXXX,CA,33.0463621,117.2821186
140017930,,125 N EL CAMINO REAL ,ENCINITAS,XXXXX,CA,33.0481942,117.2568644
140006328,,262 N EL CAMINO REAL ,ENCINITAS,XXXXX,CA,33.051139,117.2622512
140032183,,1010 N EL CAMINO REAL ,ENCINITAS,XXXXX,CA,33.0627365,117.2652234
100021825,,1550 LEUCADIA BLVD ,ENCINITAS,XXXXX,CA,33.0693082,117.2663256
100024687,,280 E VIA RANCHO PKWY ,ESCONDIDO,XXXXX,CA,33.070751,117.0655519
100055380,,3439 VIA MONTEBELLO ,CARLSBAD,XXXXX,CA,33.0815259,117.2320611
140047297,,1571 SAN ELIJO RD ,SAN MARCOS,XXXXX,CA,33.0969188,117.1996626
140024567,,1855 S CTR CITY PKWY ,ESCONDIDO,XXXXX,CA,33.1010196,117.0754548
140025409,,7140 AVENIDA ENCINAS ,CARLSBAD,XXXXX,CA,33.1012421,117.3105027
140006334,,351 W FELICITA AVE ,ESCONDIDO,XXXXX,CA,33.1031634,117.0732483
140006262,,6951 EL CAMINO REAL ,CARLSBAD,XXXXX,CA,33.1034861,117.268622
140002543,,1570 W VALLEY PKWY ,ESCONDIDO,XXXXX,CA,33.1087309,117.1057928
140031384,,30250 HWY 78 ,SANTA YSABEL,XXXXX,CA,33.109377,116.6749264
140020204,,1280 AUTO PARK WAY ,ESCONDIDO,XXXXX,CA,33.1136227,117.0994088
100018207,,703 PALOMAR AIRPORT RD  STE 100 ,CARLSBAD,XXXXX,CA,33.1210421,117.323864
100032838,,2185 CITRACADO PKWY ,ESCONDIDO,XXXXX,CA,33.1218035,117.1218794
140029937,,5256 S MSN RD ,BONSALL,XXXXX,CA,33.1223144,117.3069645
140005016,,395 N ESCONDIDO BLVD ,ESCONDIDO,XXXXX,CA,33.1223882,117.0877744
140047076,,606 N ESCONDIDO BLVD ,ESCONDIDO,XXXXX,CA,33.1264792,117.0865654
140099870,,2687 GTWY RD ,CARLSBAD,XXXXX,CA,33.1264932,117.2517203
200371359,,BLDG 3100 ,CAMP PENDLETON,XXXXX,CA,33.1265806,96.6611883
140047167,,1315 E VLY PKWY ,ESCONDIDO,XXXXX,CA,33.1304629,117.0641511
140038194,,306 S TWIN OAKS VLY RD ,SAN MARCOS,XXXXX,CA,33.1306541,117.1670069
140002549,,1509 E VALLEY PKWY ,ESCONDIDO,XXXXX,CA,33.131488,117.0595716
140002548,,1929 W SAN MARCOS BLVD ,SAN MARCOS,XXXXX,CA,33.1318735,117.21093
100034556,,1266 E VALLEY PKWY ,ESCONDIDO,XXXXX,CA,33.1319926,117.0665802
140006331,,671 S RANCHO SANTA FE RD ,SAN MARCOS,XXXXX,CA,33.1321951,117.2054171
100103092,,151 W LINCOLN AVE ,ESCONDIDO,XXXXX,CA,33.1327933,117.0885099
140041551,,732 CTR DR ,SAN MARCOS,XXXXX,CA,33.1357755,117.1233501
140101332,,3150 BUSNIESS PARK DR ,VISTA,XXXXX,CA,33.1360289,117.2288456
200146125,,1525 FARADAY AVE STE 200 ,CARLSBAD,XXXXX,CA,33.136378,117.2943851
140001741,,1330 E MISSION RD ,SAN MARCOS,XXXXX,CA,33.1368528,117.1295085
140005122,,770 W SAN MARCOS BLVD ,SAN MARCOS,XXXXX,CA,33.1372926,117.1809751
140006329,,2345 E VALLEY PKWY ,ESCONDIDO,XXXXX,CA,33.1397166,117.0447401
140002546,,151 WOODLAND PKWY ,SAN MARCOS,XXXXX,CA,33.140048,117.1384242
140003489,,2417 E VALLEY PKWY ,ESCONDIDO,XXXXX,CA,33.140248,117.0427216
140006261,,330 W EL NORTE PKWY ,ESCONDIDO,XXXXX,CA,33.1435521,117.0941472
140006335,,1000 W EL NORTE PKWY ,ESCONDIDO,XXXXX,CA,33.1484248,117.1074705
140006333,,985 TAMARACK AVE ,CARLSBAD,XXXXX,CA,33.1522779,117.3339596
140024056,,955 CARLSBAD VILLAGE DR ,CARLSBAD,XXXXX,CA,33.1617961,117.3434662
140001745,,780 SYCAMORE AVE ,VISTA,XXXXX,CA,33.1629724,117.2190152
140002582,,1601 S MELROSE DR ,VISTA,XXXXX,CA,33.1668298,117.248041
140006415,,817 E MAIN ST ,SANTA MARIA,XXXXX,CA,33.168497,84.904548
140032738,,1751 UNIVERSITY DR ,VISTA,XXXXX,CA,33.16916,117.2149553
140029485,,1800 UNIVERSITY DR ,VISTA,XXXXX,CA,33.1726969,117.2167183
140026910,,3533 CANNON RD ,OCEANSIDE,XXXXX,CA,33.1727593,117.2541121
140041886,,3405 MARRON RD ,OCEANSIDE,XXXXX,CA,33.1770216,117.2975536
140002556,,3450 MARRON RD ,OCEANSIDE,XXXXX,CA,33.1795935,117.2964631
140033993,,2100 VIS WAY ,OCEANSIDE,XXXXX,CA,33.1813236,117.3473247
140001740,,2170 VISTA WAY ,OCEANSIDE,XXXXX,CA,33.1829083,117.3424539
140011311,,2255 S EL CAMINO REAL ,OCEANSIDE,XXXXX,CA,33.1842313,117.330246
100105107,,2245 S EL CAMINO REAL ,OCEANSIDE,XXXXX,CA,33.1857067,117.3300164
100040991,,1845 W VISTA WAY ,VISTA,XXXXX,CA,33.1891152,117.2810547
140099925,,1737 OCEANSIDE BLVD ,OCEANSIDE,XXXXX,CA,33.1896593,117.3600233
140017064,,1702 OCEANSIDE BLVD ,OCEANSIDE,XXXXX,CA,33.1923332,117.3608213
140011499,,940 S SANTA FE AVE ,VISTA,XXXXX,CA,33.1942213,117.2326123
100034557,,1046 MISSION AVE ,OCEANSIDE,XXXXX,CA,33.20002,117.3749596
